telep,osszesvalaszto,megjelent,ervenyesegyeni,megjelent%,ervenyesegyeni%,FIDESZ-KDNP,DK-JOBBIK-LMP-MSZP-MOMENTUM-PÁRBESZÉD,MKKP,MEMO,MUNKÁSPÁRT-ISZOMM,NORMÁLIS PÁRT,MI HAZÁNK,Független,VD,IMA,ZÖLDEK PÁRTJA,MAGYAR LIBERÁLIS PÁRT -LIBERÁL,MSZDDSZ,POLGÁRI VÁLASZ,ervenyeslista,ervenyeslista%,DK-JOBBIK-MOMENTUM-MSZP-LMP-PÁRBESZÉD,NORMÁLIS PÁRT,MKKP,MEMO,MI HAZÁNK,FIDESZ-KDNP,teltipus
Tiszasas,821,509,498,62,60.66,297,145,5,,2,3,46,,,,,,,,504,61.39,129,4,4,1,57,309,Falu
Tiszasüly,1175,747,732,63.57,62.3,536,151,,4,3,4,34,,,,,,,,733,62.38,146,6,9,5,40,526,Falu
Tiszaszalka,742,483,473,65.09,63.75,328,109,,3,,5,28,,,,,,,,478,64.42,112,2,7,3,21,333,Falu
Tiszaszentimre,1502,862,855,57.39,56.92,605,197,,5,4,,44,,,,,,,,849,56.52,190,1,14,3,55,586,Falu
Tiszaszentmárton,912,560,552,61.4,60.53,406,117,,2,,3,22,,,2,,,,,549,60.2,111,3,5,3,20,407,Falu
Tiszasziget,1466,1019,1007,69.51,68.69,539,292,41,26,,9,71,29,,,,,,,1007,68.69,311,11,38,23,82,542,Falu
Tiszaszőlős,1147,748,733,65.21,63.91,525,174,,7,3,,24,,,,,,,,737,64.25,161,1,15,2,38,515,Falu
Tiszatardos,167,126,124,75.45,74.25,96,24,,1,,2,,1,,,,,,,125,74.85,21,1,3,,9,91,Falu
Tiszatarján,1032,635,621,61.53,60.17,465,86,10,4,2,11,40,3,,,,,,,618,59.88,101,10,10,4,46,447,Falu
Tiszatelek,1066,664,653,62.29,61.26,446,150,,9,,4,44,,,,,,,,653,61.26,167,6,13,6,42,419,Falu
Tiszatenyő,1284,715,694,55.69,54.05,336,263,16,,2,13,64,,,,,,,,701,54.6,223,14,10,5,67,382,Falu
Tiszaug,650,430,426,66.15,65.54,295,87,12,6,,,26,,,,,,,,426,65.54,94,5,14,5,27,281,Falu
Tiszaújváros,13970,10199,10099,73.01,72.29,3750,5845,,139,57,154,,154,,,,,,,10107,72.35,5082,133,298,120,624,3836,Középváros
Tiszavalk,250,205,195,82,78,121,49,1,3,1,2,14,4,,,,,,,194,77.6,59,1,6,2,16,110,Falu
Tiszavárkony,1234,806,793,65.32,64.26,420,256,25,3,3,10,68,,,,,,,8,800,64.83,271,8,26,8,75,412,Falu
Tiszavasvári,9281,5757,5677,62.03,61.17,3137,2004,,36,,46,382,72,,,,,,,5688,61.29,1931,47,143,30,385,3125,Kisváros
Tiszavid,402,229,229,56.97,56.97,196,18,,,,,14,,,1,,,,,229,56.97,25,,,,6,198,Falu
Tisztaberek,498,320,312,64.26,62.65,274,31,,,,,7,,,,,,,,316,63.45,24,1,1,1,5,284,Falu
Tivadar,155,119,115,76.77,74.19,76,32,,,,,7,,,,,,,,114,73.55,27,,1,,5,81,Falu
Tóalmás,3087,1825,1784,59.12,57.79,1105,483,44,13,,12,127,,,,,,,,1786,57.86,472,10,45,14,111,1132,Falu
Tófalu,441,305,304,69.16,68.93,219,57,,,,,24,4,,,,,,,303,68.71,60,1,6,2,25,209,Falu
Tófej,527,376,374,71.35,70.97,241,86,8,2,,1,36,,,,,,,,371,70.4,84,1,6,1,38,241,Falu
Tófű,98,69,67,70.41,68.37,45,19,,,2,,1,,,,,,,,69,70.41,16,1,,1,3,47,Falu
Tokaj,2939,2071,2043,70.47,69.51,1232,732,,21,5,25,,28,,,,,,,2047,69.65,696,18,47,18,131,1134,Falu
Tokod,3350,2211,2185,66,65.22,1171,822,43,,,13,103,33,,,,,,,2185,65.22,748,19,59,16,131,1209,Falu
Tokodaltáró,2256,1428,1407,63.3,62.37,715,516,34,,,14,101,27,,,,,,,1411,62.54,462,18,43,8,113,763,Falu
Tokorcs,287,222,217,77.35,75.61,134,54,5,,,,24,,,,,,,,221,77,57,,5,2,29,128,Falu
Tolcsva,1313,823,811,62.68,61.77,457,256,8,4,1,1,72,12,,,,,,,812,61.84,241,2,8,7,63,475,Falu
Told,251,105,101,41.83,40.24,94,6,,,,,,1,,,,,,,100,39.84,6,,,,,94,Falu
Tolmács,612,421,410,68.79,66.99,236,115,12,6,1,1,39,,,,,,,,420,68.63,120,2,12,6,36,243,Falu
Tolna,8888,6171,6104,69.43,68.68,3581,2032,113,53,9,,316,,,,,,,,6098,68.61,1864,35,126,51,307,3638,Kisváros
Tolnanémedi,782,505,499,64.58,63.81,342,104,,6,,9,38,,,,,,,,503,64.32,97,6,9,3,38,350,Falu
Tomajmonostora,551,338,336,61.34,60.98,263,59,,2,1,,11,,,,,,,,337,61.16,55,1,3,3,13,262,Falu
Tomor,180,140,138,77.78,76.67,121,15,,,,,2,,,,,,,,137,76.11,15,,,1,2,119,Falu
Tompa,3613,2016,1987,55.8,55,1254,462,,20,,,251,,,,,,,,1993,55.16,472,8,43,12,234,1220,Falu
Tompaládony,230,200,196,86.96,85.22,153,34,2,1,,,6,,,,,,,,197,85.65,35,,2,1,6,153,Falu
Tordas,1514,1207,1202,79.72,79.39,629,429,49,16,1,,78,,,,,,,,1196,79,458,6,52,16,76,585,Falu
Tormafölde,263,202,198,76.81,75.29,125,52,1,3,,,17,,,,,,,,200,76.05,49,1,3,1,19,127,Falu
Tormás,199,119,117,59.8,58.79,87,25,,,,,4,1,,,,,,,117,58.79,25,,,,3,77,Falu
Tormásliget,246,196,188,79.67,76.42,142,25,2,2,,,17,,,,,,,,191,77.64,27,,1,3,17,143,Falu
Tornabarakony,16,14,14,87.5,87.5,7,7,,,,,,,,,,,,,14,87.5,7,,,,,6,Falu
Tornakápolna,20,17,17,85,85,14,,,,,,3,,,,,,,,17,85,1,,,,3,13,Falu
Tornanádaska,393,270,264,68.7,67.18,255,3,4,,,,2,,,,,,,,262,66.67,6,2,,,1,253,Falu
Tornaszentandrás,139,90,89,64.75,64.03,66,18,1,,,,3,1,,,,,,,87,62.59,18,1,,1,6,61,Falu
Tornaszentjakab,127,91,88,71.65,69.29,65,20,,,,,3,,,,,,,,90,70.87,17,2,,,5,66,Falu
Tornyiszentmiklós,416,281,278,67.55,66.83,189,69,4,1,5,,10,,,,,,,,277,66.59,67,1,4,1,16,188,Falu
Tornyosnémeti,311,218,213,70.1,68.49,163,29,3,2,1,2,12,1,,,,,,,215,69.13,28,2,1,1,11,172,Falu
Tornyospálca,1927,1147,1129,59.52,58.59,748,274,,8,4,6,89,,,,,,,,1129,58.59,298,7,12,8,89,715,Falu
Torony,1546,1105,1085,71.47,70.18,678,301,27,7,4,8,60,,,,,,,,1093,70.7,273,8,27,5,63,717,Falu
Torvaj,187,123,120,65.78,64.17,91,19,,6,2,2,,,,,,,,,122,65.24,19,1,3,5,13,81,Falu
Tószeg,3612,2409,2360,66.69,65.34,1208,852,53,20,7,17,186,,,,,,,17,2377,65.81,834,22,66,22,207,1226,Falu
Tótkomlós,4555,2938,2884,64.5,63.32,1497,1098,73,11,11,17,159,18,,,,,,,2895,63.56,991,26,78,10,198,1505,Kisváros
Tótszentgyörgy,110,85,83,77.27,75.45,59,12,3,1,,,8,,,,,,,,83,75.45,15,,2,,10,56,Falu
Tótszentmárton,654,399,392,61.01,59.94,225,133,6,5,,2,21,,,,,,,,398,60.86,124,4,7,3,22,221,Falu
Tótszerdahely,884,603,597,68.21,67.53,373,170,11,3,1,4,35,,,,,,,,599,67.76,155,3,14,6,38,364,Falu
Tótújfalu,176,113,112,64.2,63.64,92,16,,1,,,3,,,,,,,,107,60.8,11,,,1,2,67,Falu
Tótvázsony,1088,785,770,72.15,70.77,472,206,25,10,,6,51,,,,,,,,775,71.23,193,4,38,6,59,432,Falu
Tök,1076,826,816,76.77,75.84,504,254,24,4,,3,27,,,,,,,,817,75.93,237,5,38,4,34,488,Falu
Tököl,8399,5798,5740,69.03,68.34,2789,2275,184,66,,36,327,63,,,,,,,5713,68.02,2127,46,228,58,359,2846,Kisváros
Töltéstava,1710,1235,1218,72.22,71.23,752,343,,23,,13,87,,,,,,,,1219,71.29,340,8,49,26,81,715,Falu
Tömörd,232,189,186,81.47,80.17,142,31,7,1,,2,3,,,,,,,,187,80.6,31,1,12,1,5,137,Falu
Tömörkény,1371,850,843,62,61.49,558,195,,7,,,76,7,,,,,,,843,61.49,198,3,18,3,63,558,Falu
Törökbálint,10719,8165,8021,76.17,74.83,3569,3580,269,104,,,360,139,,,,,,,7951,74.18,3392,43,351,104,347,3476,Kisváros
Törökkoppány,319,204,199,63.95,62.38,133,64,,2,,,,,,,,,,,201,63.01,56,1,1,1,15,126,Falu
Törökszentmiklós,17780,11660,11522,65.58,64.8,5411,4573,239,,41,89,1169,,,,,,,,11523,64.81,4203,87,290,80,1222,5638,Középváros
Törtel,3358,1974,1956,58.78,58.25,1341,433,29,13,,12,128,,,,,,,,1952,58.13,437,14,31,15,128,1327,Falu
Töttös,415,242,235,58.31,56.63,175,40,,1,,,19,,,,,,,,233,56.14,39,,2,,18,171,Falu
Trizs,162,116,114,71.6,70.37,61,31,,1,1,,10,10,,,,,,,115,70.99,31,1,,1,19,63,Falu
Tunyogmatolcs,1879,1120,1099,59.61,58.49,727,280,,8,,10,66,,,8,,,,,1107,58.91,259,8,12,6,55,767,Falu
Tura,6133,4181,4135,68.17,67.42,2641,1099,105,35,,16,239,,,,,,,,4150,67.67,1074,26,93,32,249,2675,Kisváros
Túristvándi,542,362,358,66.79,66.05,279,58,,,,3,15,,,3,,,,,358,66.05,47,3,5,,15,288,Falu
Túrkeve,6677,3973,3871,59.5,57.98,2354,1233,,45,26,,213,,,,,,,,3886,58.2,1155,33,73,32,252,2341,Kisváros
Túrony,205,137,134,66.83,65.37,67,56,2,1,,,5,3,,,,,,,134,65.37,55,2,6,,3,68,Falu
Túrricse,503,360,356,71.57,70.78,254,88,,1,,2,10,,,1,,,,,357,70.97,78,2,4,,9,264,Falu
Tuzsér,2399,1549,1531,64.57,63.82,1131,300,,4,,10,83,,,3,,,,,1525,63.57,289,7,13,7,77,1132,Falu
Türje,1247,733,712,58.78,57.1,446,201,10,,,12,43,,,,,,,,720,57.74,194,5,10,6,44,461,Falu
Tüskevár,443,310,307,69.98,69.3,211,66,8,,,,22,,,,,,,,308,69.53,67,1,8,,27,205,Falu
Tyukod,1532,891,879,58.16,57.38,565,222,,4,,5,83,,,,,,,,887,57.9,184,7,4,1,46,645,Falu
Udvar,113,79,76,69.91,67.26,50,16,,1,,,9,,,,,,,,76,67.26,14,,,,7,44,Falu
Udvari,250,149,148,59.6,59.2,117,24,,,,,7,,,,,,,,148,59.2,27,1,,,4,115,Falu
Ugod,1027,688,680,66.99,66.21,421,182,16,3,,,58,,,,,,,,668,65.04,156,2,20,1,66,374,Falu
Újbarok,379,286,277,75.46,73.09,166,84,9,3,,,15,,,,,,,,279,73.61,67,1,14,2,10,141,Falu
Újcsanálos,662,403,397,60.88,59.97,282,88,,6,5,4,,12,,,,,,,398,60.12,84,8,12,6,25,263,Falu
Újdombrád,497,316,308,63.58,61.97,236,59,,2,,2,9,,,,,,,,310,62.37,65,2,3,3,16,221,Falu
Újfehértó,9796,6336,6190,64.68,63.19,3886,1827,72,50,,44,311,,,,,,,,6209,63.38,1637,49,68,52,351,4051,Kisváros
Újhartyán,2220,1716,1691,77.3,76.17,1081,436,44,16,,,114,,,,,,,,1691,76.17,406,5,37,19,99,915,Falu
Újiráz,394,277,271,70.3,68.78,179,62,,4,,4,12,10,,,,,,,269,68.27,63,6,8,4,16,172,Falu
Újireg,206,149,148,72.33,71.84,88,38,,1,,2,19,,,,,,,,148,71.84,41,1,1,,15,90,Falu
Újkenéz,727,411,401,56.53,55.16,307,72,,3,2,1,16,,,,,,,,405,55.71,79,1,2,2,24,297,Falu
Újkér,791,589,578,74.46,73.07,437,98,,5,,,38,,,,,,,,576,72.82,92,4,12,6,37,425,Falu
Újkígyós,4054,2632,2593,64.92,63.96,1372,989,41,21,,31,130,9,,,,,,,2595,64.01,852,32,50,25,193,1443,Kisváros
Újlengyel,1435,1072,1056,74.7,73.59,734,219,20,4,,,79,,,,,,,,1066,74.29,229,5,18,4,81,726,Falu
Újléta,826,492,477,59.56,57.75,375,88,,,2,2,8,,,,,,2,,478,57.87,88,2,3,,10,375,Falu
Újlőrincfalva,164,111,110,67.68,67.07,68,33,,2,,2,5,,,,,,,,111,67.68,33,2,,1,5,70,Falu
Újpetre,793,491,482,61.92,60.78,283,153,,17,3,,26,,,,,,,,479,60.4,119,8,16,5,22,228,Falu
Újrónafő,635,425,422,66.93,66.46,251,115,12,16,,5,23,,,,,,,,422,66.46,118,6,11,10,24,253,Falu
Újsolt,145,101,101,69.66,69.66,57,38,,1,,,5,,,,,,,,101,69.66,35,1,1,1,5,58,Falu
Újszalonta,87,51,51,58.62,58.62,37,14,,,,,,,,,,,,,51,58.62,11,1,,1,2,36,Falu
Újszász,4809,3090,3039,64.25,63.19,1827,898,,24,19,37,234,,,,,,,,3046,63.34,865,36,82,31,265,1767,Kisváros
Újszentiván,1534,1079,1063,70.34,69.3,468,383,46,20,,7,99,40,,,,,,,1075,70.08,389,10,47,12,107,505,Falu
Újszentmargita,1113,708,697,63.61,62.62,527,133,,4,1,5,27,,,,,,,,692,62.17,137,9,7,3,42,494,Falu
Újszilvás,2127,1310,1296,61.59,60.93,913,271,28,10,,2,72,,,,,,,,1298,61.02,279,7,33,15,61,903,Falu
Újtelek,307,215,211,70.03,68.73,154,46,,3,,4,4,,,,,,,,212,69.06,43,8,4,4,4,149,Falu
Újtikos,678,422,421,62.24,62.09,273,97,,9,1,4,37,,,,,,,,418,61.65,92,4,8,8,45,261,Falu
Újudvar,783,515,506,65.77,64.62,302,148,6,6,1,7,36,,,,,,,,512,65.39,141,10,9,3,46,303,Falu
Újvárfalva,167,105,100,62.87,59.88,78,19,,2,,,1,,,,,,,,104,62.28,17,1,,1,,85,Falu
Ukk,257,162,161,63.04,62.65,109,37,9,2,,,,4,,,,,,,161,62.65,31,,9,,10,111,Falu
Und,262,215,215,82.06,82.06,132,70,,1,,,12,,,,,,,,215,82.06,72,1,6,,12,120,Falu
Úny,597,418,409,70.02,68.51,232,123,22,,,4,25,3,,,,,,,409,68.51,104,3,35,4,25,238,Falu
Uppony,241,154,153,63.9,63.49,85,46,2,,,1,17,2,,,,,,,152,63.07,49,1,4,,17,81,Falu
Ura,488,326,318,66.8,65.16,230,66,,2,,,20,,,,,,,,323,66.19,66,1,2,1,20,233,Falu
Uraiújfalu,675,452,446,66.96,66.07,291,125,11,4,,2,13,,,,,,,,447,66.22,128,4,16,4,19,276,Falu
Úrhida,1971,1489,1474,75.55,74.78,723,507,100,22,2,20,100,,,,,,,,1481,75.14,520,13,101,18,103,725,Falu
Úri,2068,1424,1410,68.86,68.18,852,387,46,20,,11,94,,,,,,,,1414,68.38,368,9,57,19,100,861,Falu
Úrkút,1600,1071,1056,66.94,66,624,292,43,9,,,88,,,,,,,,1056,66,260,7,34,12,93,536,Falu
Uszka,342,223,219,65.2,64.04,174,43,,,,,,,,2,,,,,221,64.62,33,,,,1,187,Falu
Uszód,723,474,466,65.56,64.45,278,140,,11,,9,28,,,,,,,,466,64.45,146,9,3,1,24,283,Falu
Uzsa,261,198,195,75.86,74.71,77,113,1,2,,,,2,,,,,,,197,75.48,87,3,8,2,15,82,Falu
Üllés,2544,1694,1673,66.59,65.76,955,475,45,19,,24,155,,,,,,,,1675,65.84,488,24,54,19,135,955,Falu
Üllő,9670,6679,6612,69.07,68.38,3337,2243,330,148,,70,484,,,,,,,,6619,68.45,2322,66,259,115,435,3398,Kisváros
Üröm,6061,4946,4901,81.6,80.86,2168,2192,218,71,23,26,203,,,,,,,,4908,80.98,2210,30,249,56,210,2078,Kisváros
Vác,28195,21470,21228,76.15,75.29,10560,8591,643,176,27,174,1057,,,,,,,,21232,75.3,8053,166,856,185,1126,10798,Középváros
Vácduka,1252,973,926,77.72,73.96,527,305,29,13,1,3,48,,,,,,,,918,73.32,298,7,42,13,65,493,Falu
Vácegres,731,480,470,65.66,64.3,295,113,12,6,,4,30,10,,,,,,,473,64.71,105,4,18,5,34,307,Falu
Váchartyán,1488,1094,1087,73.52,73.05,658,316,36,5,2,4,66,,,,,,,,1091,73.32,307,2,45,8,75,649,Falu
Váckisújfalu,382,297,294,77.75,76.96,182,79,9,2,,1,16,5,,,,,,,296,77.49,75,2,8,3,16,192,Falu
Vácrátót,1574,1154,1138,73.32,72.3,650,358,37,14,2,8,69,,,,,,,,1141,72.49,347,5,46,15,75,653,Falu
Vácszentlászló,1723,1230,1203,71.39,69.82,759,300,32,16,,12,84,,,,,,,,1199,69.59,304,6,39,13,83,754,Falu
Vadna,493,323,318,65.52,64.5,152,129,6,,,4,26,,,1,,,,,320,64.91,131,3,7,2,31,146,Falu
Vadosfa,65,54,53,83.08,81.54,48,1,,,,,4,,,,,,,,53,81.54,2,,,,4,47,Falu
Vág,418,299,293,71.53,70.1,205,62,,4,,,21,,,,,1,,,295,70.57,71,4,7,1,18,194,Falu
Vágáshuta,80,52,52,65,65,38,12,1,1,,,,,,,,,,,52,65,14,,,1,2,32,Falu
Vaja,2739,1821,1770,66.48,64.62,1278,312,,10,,14,156,,,,,,,,1793,65.46,297,13,11,7,111,1354,Falu
Vajdácska,946,531,527,56.13,55.71,354,131,6,3,1,3,27,2,,,,,,,529,55.92,116,4,5,1,28,372,Falu
Vajszló,1379,881,874,63.89,63.38,590,219,19,5,,,32,9,,,,,,,875,63.45,228,3,19,3,35,576,Falu
Vajta,638,397,389,62.23,60.97,247,80,9,4,,5,44,,,,,,,,393,61.6,84,4,10,5,43,247,Falu
Vál,2051,1497,1484,72.99,72.35,1021,331,33,28,3,,68,,,,,,,,1472,71.77,343,10,35,26,81,973,Falu
Valkó,1955,1168,1150,59.74,58.82,775,273,31,12,,8,51,,,,,,,,1158,59.23,271,10,39,12,53,771,Falu
Valkonya,43,36,35,83.72,81.4,15,15,,,,,5,,,,,,,,36,83.72,14,,1,,5,16,Falu
Vállaj,969,548,543,56.55,56.04,427,90,2,1,,1,22,,,,,,,,544,56.14,87,1,4,3,17,432,Falu
Vállus,94,64,63,68.09,67.02,44,15,1,,,1,2,,,,,,,,64,68.09,14,,,1,5,44,Falu
Vámosatya,449,273,264,60.8,58.8,184,51,,1,,4,24,,,,,,,,269,59.91,48,5,2,1,17,196,Falu
Vámoscsalád,245,203,203,82.86,82.86,155,33,2,3,,2,8,,,,,,,,203,82.86,33,2,5,3,10,150,Falu
Vámosgyörk,1601,1094,1076,68.33,67.21,623,305,,17,3,,128,,,,,,,,1083,67.65,306,14,31,9,108,615,Falu
Vámosmikola,1143,738,719,64.57,62.9,523,129,16,2,14,,35,,,,,,,,726,63.52,130,5,16,4,37,534,Falu
Vámosoroszi,408,313,311,76.72,76.23,267,32,,,,2,9,,,1,,,,,310,75.98,28,,1,1,10,270,Falu
Vámospércs,4302,2766,2718,64.3,63.18,1844,631,,33,7,9,186,,,,,,8,,2728,63.41,643,11,43,35,179,1817,Kisváros
Vámosújfalu,577,413,400,71.58,69.32,243,116,4,3,,2,29,3,,,,,,,403,69.84,104,3,6,4,34,237,Falu
Vámosszabadi,1955,1565,1551,80.05,79.34,845,527,50,28,,14,87,,,,,,,,1553,79.44,539,13,62,24,83,832,Falu
Váncsod,915,543,529,59.34,57.81,321,128,,1,3,2,31,43,,,,,,,540,59.02,134,3,10,2,24,367,Falu
Vanyarc,958,609,599,63.57,62.53,392,127,10,4,1,1,64,,,,,,,,602,62.84,133,1,9,3,54,400,Falu
Vanyola,432,277,274,64.12,63.43,225,36,,,,,13,,,,,,,,273,63.19,34,2,3,,12,222,Falu
Várad,100,59,58,59,58,37,14,2,,,,5,,,,,,,,58,58,14,,1,,4,38,Falu
Váralja,643,451,429,70.14,66.72,329,72,,4,,4,20,,,,,,,,426,66.25,72,2,4,2,25,302,Falu
Varászló,104,72,72,69.23,69.23,52,20,,,,,,,,,,,,,72,69.23,12,,,,1,59,Falu
Váraszó,385,298,294,77.4,76.36,175,103,,4,,,11,1,,,,,,,294,76.36,100,1,6,6,16,165,Falu
Várbalog,284,214,212,75.35,74.65,154,41,2,2,,1,12,,,,,,,,213,75,39,1,3,2,13,155,Falu
Varbó,904,669,658,74,72.79,293,277,14,3,,7,64,,,,,,,,663,73.34,260,8,15,3,64,313,Falu
Varbóc,52,43,43,82.69,82.69,28,7,,1,,,4,3,,,,,,,43,82.69,8,,,1,4,30,Falu
Várda,351,271,261,77.21,74.36,149,82,,2,,,28,,,,,,,,261,74.36,72,2,4,4,30,149,Falu
Várdomb,935,673,649,71.98,69.41,342,239,11,7,,,50,,,,,,,,649,69.41,223,,12,7,47,347,Falu
Várfölde,152,100,100,65.79,65.79,61,34,,,,2,3,,,,,,,,99,65.13,34,2,,,3,60,Falu
Varga,61,50,50,81.97,81.97,41,5,2,,,,2,,,,,,,,50,81.97,6,,1,,1,42,Falu
Várgesztes,501,380,369,75.85,73.65,209,136,7,2,,2,13,,,,,,,,374,74.65,131,2,14,2,20,165,Falu
Várkesző,142,101,101,71.13,71.13,58,31,2,5,,,5,,,,,,,,100,70.42,29,3,4,3,5,56,Falu
Várong,97,61,60,62.89,61.86,42,9,,,,1,8,,,,,,,,61,62.89,7,,4,,8,42,Falu
Városföld,1760,1260,1245,71.59,70.74,788,277,56,,,8,116,,,,,,,,1243,70.63,269,9,50,8,109,798,Falu
Városlőd,1063,709,701,66.7,65.95,443,192,25,6,,,35,,,,,,,,692,65.1,162,2,24,6,38,343,Falu
Várpalota,15751,10681,10553,67.81,67,4975,4204,323,170,,85,796,,,,,,,,10571,67.11,4204,103,362,119,873,4887,Középváros
Varsád,268,179,174,66.79,64.93,127,36,,1,,4,6,,,,,,,,171,63.81,33,1,5,,4,120,Falu
Varsány,1235,866,856,70.12,69.31,639,137,8,6,5,1,60,,,,,,,,862,69.8,144,4,6,8,51,648,Falu
Várvölgy,823,574,566,69.74,68.77,408,108,14,,,7,29,,,,,,,,572,69.5,101,11,11,4,32,413,Falu
Vasad,1530,1081,1072,70.65,70.07,726,221,22,11,,,92,,,,,,,,1068,69.8,241,10,27,13,86,691,Falu
Vasalja,276,210,210,76.09,76.09,152,42,,5,,,11,,,,,,,,210,76.09,43,1,3,3,9,150,Falu
Vásárosbéc,155,97,97,62.58,62.58,54,28,6,1,,,8,,,,,,,,96,61.94,27,1,5,1,9,53,Falu
Vásárosdombó,863,483,476,55.97,55.16,294,132,4,3,,,37,6,,,,,,,478,55.39,131,,7,1,42,297,Falu
Vásárosfalu,129,106,104,82.17,80.62,80,11,,3,,,10,,,,,,,,106,82.17,14,,6,1,8,77,Falu
Vásárosmiske,274,209,205,76.28,74.82,153,34,,1,,,17,,,,,,,,207,75.55,28,1,5,1,20,152,Falu
Vásárosnamény,9095,6579,6481,72.34,71.26,3775,2111,,62,,67,434,,,32,,,,,6524,71.73,2049,47,136,50,337,3902,Kisváros
Vasasszonyfa,310,250,249,80.65,80.32,194,37,5,2,,1,10,,,,,,,,250,80.65,43,2,4,3,13,185,Falu
Vasboldogasszony,469,331,327,70.58,69.72,233,59,16,,,7,12,,,,,,,,328,69.94,62,6,10,1,14,235,Falu
Vasegerszeg,290,225,219,77.59,75.52,160,45,4,3,,,7,,,,,,,,221,76.21,46,,6,,11,158,Falu
Vashosszúfalu,313,237,234,75.72,74.76,140,78,,4,,,12,,,,,,,,235,75.08,71,5,1,5,13,140,Falu
Vaskeresztes,272,235,233,86.4,85.66,177,44,5,,1,1,5,,,,,,,,228,83.82,37,3,5,1,9,125,Falu
Vaskút,2664,1748,1724,65.62,64.71,1085,462,36,17,,,124,,,,,,,,1725,64.75,425,15,36,14,120,1026,Falu
Vasmegyer,1298,705,692,54.31,53.31,489,156,,8,7,3,29,,,,,,,,697,53.7,169,8,6,3,29,481,Falu
Vaspör,289,243,240,84.08,83.04,185,34,7,1,,,12,1,,,,,,,241,83.39,39,1,10,,13,178,Falu
Vassurány,635,513,508,80.79,80,353,108,12,2,,2,31,,,,,,,,510,80.31,115,4,18,2,29,342,Falu
Vasvár,3264,2399,2365,73.5,72.46,1575,637,,35,,,118,,,,,,,,2369,72.58,565,14,48,25,137,1580,Falu
Vaszar,1228,899,889,73.21,72.39,655,172,10,2,,,50,,,,,,,,893,72.72,155,2,14,3,61,658,Falu
Vászoly,214,174,171,81.31,79.91,109,39,7,2,,2,12,,,,,,,,173,80.84,39,3,9,2,16,104,Falu
Vasszécseny,1101,832,821,75.57,74.57,451,298,,15,,,57,,,,,,,,822,74.66,271,8,29,7,53,454,Falu
Vasszentmihály,283,210,207,74.2,73.14,138,56,,3,,,10,,,,,,,,209,73.85,48,1,5,1,13,137,Falu
Vasszilvágy,334,248,247,74.25,73.95,173,56,5,,,,13,,,,,,,,243,72.75,60,1,7,,16,159,Falu
Vát,540,399,389,73.89,72.04,273,88,4,3,,1,20,,,,,,,,391,72.41,97,,4,4,22,264,Falu
Vatta,686,493,487,71.87,70.99,301,112,8,2,,2,57,5,,,,,,,491,71.57,133,4,9,4,45,296,Falu
Vázsnok,92,60,60,65.22,65.22,41,16,,1,,,1,1,,,,,,,60,65.22,15,1,,1,1,42,Falu
Vécs,485,335,327,69.07,67.42,220,82,,2,,,19,4,,,,,,,328,67.63,80,3,3,2,20,220,Falu
Vecsés,18285,13438,13240,73.49,72.41,6564,4890,635,267,,111,773,,,,,,,,13272,72.58,5098,102,549,171,712,6203,Középváros
Végegyháza,997,559,540,56.07,54.16,334,176,1,2,,,24,3,,,,,,,541,54.26,162,,5,3,37,333,Falu
Vejti,125,90,88,72,70.4,67,12,3,1,,,5,,,,,,,,90,72,12,2,2,,5,69,Falu
Vékény,112,81,76,72.32,67.86,45,26,,2,1,,2,,,,,,,,79,70.54,24,,5,1,4,45,Falu
Vekerd,96,78,76,81.25,79.17,37,7,,,,,4,28,,,,,,,74,77.08,15,1,,,4,54,Falu
Velem,316,243,240,76.9,75.95,134,59,13,2,,2,30,,,,,,,,242,76.58,63,5,12,4,26,132,Falu
Velemér,54,45,45,83.33,83.33,35,8,,,,,2,,,,,,,,44,81.48,8,,2,,2,32,Falu
Velence,5360,4158,4123,77.57,76.92,1986,1653,153,91,9,,231,,,,,,,,4135,77.15,1636,25,182,73,212,2002,Kisváros
Velény,106,60,58,56.6,54.72,35,17,,,,,,6,,,,,,,59,55.66,22,1,,,1,35,Falu
Véménd,1066,646,630,60.6,59.1,440,141,,5,2,,42,,,,,,,,628,58.91,99,3,1,1,28,310,Falu
Vének,163,123,121,75.46,74.23,70,34,7,1,,,9,,,,,,,,121,74.23,36,4,4,,8,69,Falu
Vép,2657,1876,1864,70.61,70.15,1260,475,34,23,,11,61,,,,,,,,1856,69.85,508,10,41,25,75,1196,Falu
Vereb,634,467,464,73.66,73.19,312,99,15,14,,,24,,,,,,,,463,73.03,110,3,14,11,23,301,Falu
Veresegyház,14795,11415,11321,77.15,76.52,5337,4652,407,229,,97,534,,65,,,,,,11334,76.61,4758,97,522,196,588,5165,Középváros
Verőce,2992,2317,2296,77.44,76.74,1225,784,116,13,2,19,137,,,,,,,,2286,76.4,690,11,146,16,133,1263,Falu
Verpelét,2906,1837,1816,63.21,62.49,1174,500,,9,,,111,22,,,,,,,1818,62.56,470,11,35,10,117,1175,Falu
Verseg,1036,652,644,62.93,62.16,428,158,12,1,,2,37,6,,,,,,,644,62.16,142,5,10,5,44,438,Falu
Versend,685,388,381,56.64,55.62,314,55,,4,,,8,,,,,,,,378,55.18,49,2,1,1,7,294,Falu
